query	KEGG_Pathway
Cvig_XP_022286669.1	map04390
Cvig_XP_022286669.1	map04391
Cvig_XP_022286669.1	map04392
Cvig_XP_022286670.1	ko04390
Cvig_XP_022286670.1	ko04391
Cvig_XP_022286670.1	ko04392
Cvig_XP_022286670.1	map04390
Cvig_XP_022286670.1	map04391
Cvig_XP_022286670.1	map04392
Cvig_XP_022286671.1	ko04390
Cvig_XP_022286671.1	ko04391
Cvig_XP_022286671.1	ko04392
Cvig_XP_022286671.1	map04390
Cvig_XP_022286671.1	map04391
Cvig_XP_022286671.1	map04392
Cvig_XP_022286672.1	ko04390
Cvig_XP_022286672.1	ko04391
Cvig_XP_022286672.1	ko04392
Cvig_XP_022286672.1	map04390
Cvig_XP_022286672.1	map04391
Cvig_XP_022286672.1	map04392
Cvig_XP_022286673.1	ko04390
Cvig_XP_022286673.1	ko04391
Cvig_XP_022286673.1	ko04392
Cvig_XP_022286673.1	map04390
Cvig_XP_022286673.1	map04391
Cvig_XP_022286673.1	map04392
Cvig_XP_022286674.1	ko04390
Cvig_XP_022286674.1	ko04391
Cvig_XP_022286674.1	ko04392
Cvig_XP_022286674.1	map04390
Cvig_XP_022286674.1	map04391
Cvig_XP_022286674.1	map04392
Cvig_XP_022286684.1	ko03013
Cvig_XP_022286684.1	map03013
Cvig_XP_022286687.1	ko04144
Cvig_XP_022286687.1	ko04217
Cvig_XP_022286687.1	map04144
Cvig_XP_022286687.1	map04217
Cvig_XP_022286692.1	ko03013
Cvig_XP_022286692.1	map03013
Cvig_XP_022286695.1	ko00450
Cvig_XP_022286695.1	ko00970
Cvig_XP_022286695.1	map00450
Cvig_XP_022286695.1	map00970
Cvig_XP_022286696.1	ko04122
Cvig_XP_022286696.1	map04122
Cvig_XP_022286700.1	ko04144
Cvig_XP_022286700.1	map04144
Cvig_XP_022286709.1	ko04010
Cvig_XP_022286709.1	map04010
Cvig_XP_022286710.1	ko04010
Cvig_XP_022286710.1	map04010
Cvig_XP_022286711.1	ko04010
Cvig_XP_022286711.1	map04010
Cvig_XP_022286712.1	ko04010
Cvig_XP_022286712.1	map04010
Cvig_XP_022286721.1	ko04924
Cvig_XP_022286721.1	ko04964
Cvig_XP_022286721.1	ko04976
Cvig_XP_022286721.1	map04924
Cvig_XP_022286721.1	map04964
Cvig_XP_022286721.1	map04976
Cvig_XP_022286722.1	ko04924
Cvig_XP_022286722.1	ko04964
Cvig_XP_022286722.1	ko04976
Cvig_XP_022286722.1	map04924
Cvig_XP_022286722.1	map04964
Cvig_XP_022286722.1	map04976
Cvig_XP_022286723.1	ko00513
Cvig_XP_022286723.1	ko00601
Cvig_XP_022286723.1	ko01100
Cvig_XP_022286723.1	map00513
Cvig_XP_022286723.1	map00601
Cvig_XP_022286723.1	map01100
Cvig_XP_022286724.1	ko00513
Cvig_XP_022286724.1	ko00601
Cvig_XP_022286724.1	ko01100
Cvig_XP_022286724.1	map00513
Cvig_XP_022286724.1	map00601
Cvig_XP_022286724.1	map01100
Cvig_XP_022286731.1	ko00010
Cvig_XP_022286731.1	ko00020
Cvig_XP_022286731.1	ko00620
Cvig_XP_022286731.1	ko01100
Cvig_XP_022286731.1	ko01110
Cvig_XP_022286731.1	ko01120
Cvig_XP_022286731.1	ko01130
Cvig_XP_022286731.1	ko01200
Cvig_XP_022286731.1	ko04066
Cvig_XP_022286731.1	ko04922
Cvig_XP_022286731.1	ko05230
Cvig_XP_022286731.1	map00010
Cvig_XP_022286731.1	map00020
Cvig_XP_022286731.1	map00620
Cvig_XP_022286731.1	map01100
Cvig_XP_022286731.1	map01110
Cvig_XP_022286731.1	map01120
Cvig_XP_022286731.1	map01130
Cvig_XP_022286731.1	map01200
Cvig_XP_022286731.1	map04066
Cvig_XP_022286731.1	map04922
Cvig_XP_022286731.1	map05230
Cvig_XP_022286733.1	ko00010
Cvig_XP_022286733.1	ko00020
Cvig_XP_022286733.1	ko00620
Cvig_XP_022286733.1	ko01100
Cvig_XP_022286733.1	ko01110
Cvig_XP_022286733.1	ko01120
Cvig_XP_022286733.1	ko01130
Cvig_XP_022286733.1	ko01200
Cvig_XP_022286733.1	ko04066
Cvig_XP_022286733.1	ko04922
Cvig_XP_022286733.1	ko05230
Cvig_XP_022286733.1	map00010
Cvig_XP_022286733.1	map00020
Cvig_XP_022286733.1	map00620
Cvig_XP_022286733.1	map01100
Cvig_XP_022286733.1	map01110
Cvig_XP_022286733.1	map01120
Cvig_XP_022286733.1	map01130
Cvig_XP_022286733.1	map01200
Cvig_XP_022286733.1	map04066
Cvig_XP_022286733.1	map04922
Cvig_XP_022286733.1	map05230
Cvig_XP_022286734.1	ko00010
Cvig_XP_022286734.1	ko00020
Cvig_XP_022286734.1	ko00620
Cvig_XP_022286734.1	ko01100
Cvig_XP_022286734.1	ko01110
Cvig_XP_022286734.1	ko01120
Cvig_XP_022286734.1	ko01130
Cvig_XP_022286734.1	ko01200
Cvig_XP_022286734.1	ko04066
Cvig_XP_022286734.1	ko04922
Cvig_XP_022286734.1	ko05230
Cvig_XP_022286734.1	map00010
Cvig_XP_022286734.1	map00020
Cvig_XP_022286734.1	map00620
Cvig_XP_022286734.1	map01100
Cvig_XP_022286734.1	map01110
Cvig_XP_022286734.1	map01120
Cvig_XP_022286734.1	map01130
Cvig_XP_022286734.1	map01200
Cvig_XP_022286734.1	map04066
Cvig_XP_022286734.1	map04922
Cvig_XP_022286734.1	map05230
Cvig_XP_022286735.1	ko04122
Cvig_XP_022286735.1	map04122
Cvig_XP_022286748.1	ko03013
Cvig_XP_022286748.1	map03013
Cvig_XP_022286750.1	ko03013
Cvig_XP_022286750.1	map03013
Cvig_XP_022286765.1	ko04020
Cvig_XP_022286765.1	ko04080
Cvig_XP_022286765.1	ko04971
Cvig_XP_022286765.1	map04020
Cvig_XP_022286765.1	map04080
Cvig_XP_022286765.1	map04971
Cvig_XP_022286768.1	ko01040
Cvig_XP_022286768.1	ko01212
Cvig_XP_022286768.1	ko04146
Cvig_XP_022286768.1	map01040
Cvig_XP_022286768.1	map01212
Cvig_XP_022286768.1	map04146
Cvig_XP_022286779.1	ko04142
Cvig_XP_022286779.1	ko04216
Cvig_XP_022286779.1	ko04978
Cvig_XP_022286779.1	map04142
Cvig_XP_022286779.1	map04216
Cvig_XP_022286779.1	map04978
Cvig_XP_022286783.1	ko00230
Cvig_XP_022286783.1	ko00240
Cvig_XP_022286783.1	ko00760
Cvig_XP_022286783.1	ko01100
Cvig_XP_022286783.1	ko01110
Cvig_XP_022286783.1	map00230
Cvig_XP_022286783.1	map00240
Cvig_XP_022286783.1	map00760
Cvig_XP_022286783.1	map01100
Cvig_XP_022286783.1	map01110
Cvig_XP_022286784.1	ko00230
Cvig_XP_022286784.1	ko00240
Cvig_XP_022286784.1	ko00760
Cvig_XP_022286784.1	ko01100
Cvig_XP_022286784.1	ko01110
Cvig_XP_022286784.1	map00230
Cvig_XP_022286784.1	map00240
Cvig_XP_022286784.1	map00760
Cvig_XP_022286784.1	map01100
Cvig_XP_022286784.1	map01110
Cvig_XP_022286788.1	ko04142
Cvig_XP_022286788.1	ko04216
Cvig_XP_022286788.1	ko04978
Cvig_XP_022286788.1	map04142
Cvig_XP_022286788.1	map04216
Cvig_XP_022286788.1	map04978
Cvig_XP_022286796.1	ko00051
Cvig_XP_022286796.1	ko00520
Cvig_XP_022286796.1	ko01100
Cvig_XP_022286796.1	map00051
Cvig_XP_022286796.1	map00520
Cvig_XP_022286796.1	map01100
Cvig_XP_022286797.1	ko04142
Cvig_XP_022286797.1	ko04216
Cvig_XP_022286797.1	ko04978
Cvig_XP_022286797.1	map04142
Cvig_XP_022286797.1	map04216
Cvig_XP_022286797.1	map04978
Cvig_XP_022286811.1	ko00310
Cvig_XP_022286811.1	ko04934
Cvig_XP_022286811.1	map00310
Cvig_XP_022286811.1	map04934
Cvig_XP_022286834.1	ko00900
Cvig_XP_022286834.1	ko01130
Cvig_XP_022286834.1	map00900
Cvig_XP_022286834.1	map01130
Cvig_XP_022286836.1	ko00052
Cvig_XP_022286836.1	ko00500
Cvig_XP_022286836.1	ko01100
Cvig_XP_022286836.1	ko04973
Cvig_XP_022286836.1	map00052
Cvig_XP_022286836.1	map00500
Cvig_XP_022286836.1	map01100
Cvig_XP_022286836.1	map04973
Cvig_XP_022286837.1	ko00052
Cvig_XP_022286837.1	ko00500
Cvig_XP_022286837.1	ko01100
Cvig_XP_022286837.1	ko04973
Cvig_XP_022286837.1	map00052
Cvig_XP_022286837.1	map00500
Cvig_XP_022286837.1	map01100
Cvig_XP_022286837.1	map04973
Cvig_XP_022286838.1	ko04657
Cvig_XP_022286838.1	ko04668
Cvig_XP_022286838.1	ko04912
Cvig_XP_022286838.1	ko04926
Cvig_XP_022286838.1	map04657
Cvig_XP_022286838.1	map04668
Cvig_XP_022286838.1	map04912
Cvig_XP_022286838.1	map04926
Cvig_XP_022286839.1	ko00052
Cvig_XP_022286839.1	ko00500
Cvig_XP_022286839.1	ko01100
Cvig_XP_022286839.1	ko04973
Cvig_XP_022286839.1	map00052
Cvig_XP_022286839.1	map00500
Cvig_XP_022286839.1	map01100
Cvig_XP_022286839.1	map04973
Cvig_XP_022286850.1	ko04144
Cvig_XP_022286850.1	map04144
Cvig_XP_022286861.1	ko01524
Cvig_XP_022286861.1	ko04110
Cvig_XP_022286861.1	ko04111
Cvig_XP_022286861.1	ko04113
Cvig_XP_022286861.1	ko04114
Cvig_XP_022286861.1	ko04115
Cvig_XP_022286861.1	ko04120
Cvig_XP_022286861.1	ko04210
Cvig_XP_022286861.1	ko04214
Cvig_XP_022286861.1	ko04215
Cvig_XP_022286861.1	ko05010
Cvig_XP_022286861.1	ko05012
Cvig_XP_022286861.1	ko05014
Cvig_XP_022286861.1	ko05016
Cvig_XP_022286861.1	ko05134
Cvig_XP_022286861.1	ko05152
Cvig_XP_022286861.1	ko05161
Cvig_XP_022286861.1	ko05166
Cvig_XP_022286861.1	ko05200
Cvig_XP_022286861.1	ko05203
Cvig_XP_022286861.1	ko05222
Cvig_XP_022286861.1	map01524
Cvig_XP_022286861.1	map04110
Cvig_XP_022286861.1	map04111
Cvig_XP_022286861.1	map04113
Cvig_XP_022286861.1	map04114
Cvig_XP_022286861.1	map04115
Cvig_XP_022286861.1	map04120
Cvig_XP_022286861.1	map04210
Cvig_XP_022286861.1	map04214
Cvig_XP_022286861.1	map04215
Cvig_XP_022286861.1	map05010
Cvig_XP_022286861.1	map05012
Cvig_XP_022286861.1	map05014
Cvig_XP_022286861.1	map05016
Cvig_XP_022286861.1	map05134
Cvig_XP_022286861.1	map05152
Cvig_XP_022286861.1	map05161
Cvig_XP_022286861.1	map05166
Cvig_XP_022286861.1	map05200
Cvig_XP_022286861.1	map05203
Cvig_XP_022286861.1	map05222
Cvig_XP_022286867.1	ko04144
Cvig_XP_022286867.1	map04144
Cvig_XP_022286868.1	ko04144
Cvig_XP_022286868.1	map04144
Cvig_XP_022286869.1	ko03008
Cvig_XP_022286869.1	ko04064
Cvig_XP_022286869.1	ko04137
Cvig_XP_022286869.1	ko04139
Cvig_XP_022286869.1	ko04310
Cvig_XP_022286869.1	ko04520
Cvig_XP_022286869.1	ko04712
Cvig_XP_022286869.1	ko05162
Cvig_XP_022286869.1	ko05168
Cvig_XP_022286869.1	ko05169
Cvig_XP_022286869.1	map03008
Cvig_XP_022286869.1	map04064
Cvig_XP_022286869.1	map04137
Cvig_XP_022286869.1	map04139
Cvig_XP_022286869.1	map04310
Cvig_XP_022286869.1	map04520
Cvig_XP_022286869.1	map04712
Cvig_XP_022286869.1	map05162
Cvig_XP_022286869.1	map05168
Cvig_XP_022286869.1	map05169
Cvig_XP_022286877.1	ko00601
Cvig_XP_022286877.1	ko01100
Cvig_XP_022286877.1	map00601
Cvig_XP_022286877.1	map01100
Cvig_XP_022286879.1	ko04068
Cvig_XP_022286879.1	ko04110
Cvig_XP_022286879.1	ko04218
Cvig_XP_022286879.1	ko04914
Cvig_XP_022286879.1	map04068
Cvig_XP_022286879.1	map04110
Cvig_XP_022286879.1	map04218
Cvig_XP_022286879.1	map04914
Cvig_XP_022286880.1	ko04213
Cvig_XP_022286880.1	map04213
Cvig_XP_022286882.1	ko01523
Cvig_XP_022286882.1	ko02010
Cvig_XP_022286882.1	map01523
Cvig_XP_022286882.1	map02010
Cvig_XP_022286883.1	ko01523
Cvig_XP_022286883.1	ko02010
Cvig_XP_022286883.1	map01523
Cvig_XP_022286883.1	map02010
Cvig_XP_022286884.1	ko01523
Cvig_XP_022286884.1	ko02010
Cvig_XP_022286884.1	map01523
Cvig_XP_022286884.1	map02010
Cvig_XP_022286885.1	ko01523
Cvig_XP_022286885.1	ko02010
Cvig_XP_022286885.1	map01523
Cvig_XP_022286885.1	map02010
Cvig_XP_022286886.1	ko01523
Cvig_XP_022286886.1	ko02010
Cvig_XP_022286886.1	map01523
Cvig_XP_022286886.1	map02010
Cvig_XP_022286887.1	ko01523
Cvig_XP_022286887.1	ko02010
Cvig_XP_022286887.1	map01523
Cvig_XP_022286887.1	map02010
Cvig_XP_022286888.1	ko01523
Cvig_XP_022286888.1	ko02010
Cvig_XP_022286888.1	map01523
Cvig_XP_022286888.1	map02010
Cvig_XP_022286920.1	ko00230
Cvig_XP_022286920.1	ko05032
Cvig_XP_022286920.1	map00230
Cvig_XP_022286920.1	map05032
Cvig_XP_022286921.1	ko00230
Cvig_XP_022286921.1	ko05032
Cvig_XP_022286921.1	map00230
Cvig_XP_022286921.1	map05032
Cvig_XP_022286922.1	ko00230
Cvig_XP_022286922.1	ko05032
Cvig_XP_022286922.1	map00230
Cvig_XP_022286922.1	map05032
Cvig_XP_022286923.1	ko00230
Cvig_XP_022286923.1	ko05032
Cvig_XP_022286923.1	map00230
Cvig_XP_022286923.1	map05032
Cvig_XP_022286924.1	ko00230
Cvig_XP_022286924.1	ko05032
Cvig_XP_022286924.1	map00230
Cvig_XP_022286924.1	map05032
Cvig_XP_022286925.1	ko00230
Cvig_XP_022286925.1	ko05032
Cvig_XP_022286925.1	map00230
Cvig_XP_022286925.1	map05032
Cvig_XP_022286926.1	ko00230
Cvig_XP_022286926.1	ko05032
Cvig_XP_022286926.1	map00230
Cvig_XP_022286926.1	map05032
Cvig_XP_022286928.1	ko00230
Cvig_XP_022286928.1	ko05032
Cvig_XP_022286928.1	map00230
Cvig_XP_022286928.1	map05032
Cvig_XP_022286929.1	ko00230
Cvig_XP_022286929.1	ko05032
Cvig_XP_022286929.1	map00230
Cvig_XP_022286929.1	map05032
Cvig_XP_022286942.1	ko04114
Cvig_XP_022286942.1	ko04810
Cvig_XP_022286942.1	ko04914
Cvig_XP_022286942.1	map04114
Cvig_XP_022286942.1	map04810
Cvig_XP_022286942.1	map04914
Cvig_XP_022286945.1	ko04130
Cvig_XP_022286945.1	ko04145
Cvig_XP_022286945.1	map04130
Cvig_XP_022286945.1	map04145
Cvig_XP_022286946.1	ko04130
Cvig_XP_022286946.1	ko04145
Cvig_XP_022286946.1	map04130
Cvig_XP_022286946.1	map04145
Cvig_XP_022286947.1	ko04130
Cvig_XP_022286947.1	ko04145
Cvig_XP_022286947.1	map04130
Cvig_XP_022286947.1	map04145
Cvig_XP_022286948.1	ko04130
Cvig_XP_022286948.1	ko04145
Cvig_XP_022286948.1	map04130
Cvig_XP_022286948.1	map04145
Cvig_XP_022286949.1	ko04130
Cvig_XP_022286949.1	ko04145
Cvig_XP_022286949.1	map04130
Cvig_XP_022286949.1	map04145
Cvig_XP_022286983.1	ko04924
Cvig_XP_022286983.1	ko04964
Cvig_XP_022286983.1	ko04976
Cvig_XP_022286983.1	map04924
Cvig_XP_022286983.1	map04964
Cvig_XP_022286983.1	map04976
Cvig_XP_022286985.1	ko04924
Cvig_XP_022286985.1	ko04964
Cvig_XP_022286985.1	ko04976
Cvig_XP_022286985.1	map04924
Cvig_XP_022286985.1	map04964
Cvig_XP_022286985.1	map04976
Cvig_XP_022287010.1	ko00520
Cvig_XP_022287010.1	map00520
Cvig_XP_022287017.1	ko04146
Cvig_XP_022287017.1	map04146
Cvig_XP_022287018.1	ko04330
Cvig_XP_022287018.1	map04330
Cvig_XP_022287019.1	ko04330
Cvig_XP_022287019.1	map04330
Cvig_XP_022287037.1	ko00860
Cvig_XP_022287037.1	ko00970
Cvig_XP_022287037.1	ko01100
Cvig_XP_022287037.1	ko01110
Cvig_XP_022287037.1	ko01120
Cvig_XP_022287037.1	map00860
Cvig_XP_022287037.1	map00970
Cvig_XP_022287037.1	map01100
Cvig_XP_022287037.1	map01110
Cvig_XP_022287037.1	map01120
Cvig_XP_022287051.1	ko04022
Cvig_XP_022287051.1	ko04024
Cvig_XP_022287051.1	ko04270
Cvig_XP_022287051.1	ko04510
Cvig_XP_022287051.1	ko04611
Cvig_XP_022287051.1	ko04810
Cvig_XP_022287051.1	ko04921
Cvig_XP_022287051.1	ko05205
Cvig_XP_022287051.1	map04022
Cvig_XP_022287051.1	map04024
Cvig_XP_022287051.1	map04270
Cvig_XP_022287051.1	map04510
Cvig_XP_022287051.1	map04611
Cvig_XP_022287051.1	map04810
Cvig_XP_022287051.1	map04921
Cvig_XP_022287051.1	map05205
Cvig_XP_022287052.1	ko04022
Cvig_XP_022287052.1	ko04024
Cvig_XP_022287052.1	ko04270
Cvig_XP_022287052.1	ko04510
Cvig_XP_022287052.1	ko04611
Cvig_XP_022287052.1	ko04810
Cvig_XP_022287052.1	ko04921
Cvig_XP_022287052.1	ko05205
Cvig_XP_022287052.1	map04022
Cvig_XP_022287052.1	map04024
Cvig_XP_022287052.1	map04270
Cvig_XP_022287052.1	map04510
Cvig_XP_022287052.1	map04611
Cvig_XP_022287052.1	map04810
Cvig_XP_022287052.1	map04921
Cvig_XP_022287052.1	map05205
Cvig_XP_022287053.1	ko04022
Cvig_XP_022287053.1	ko04024
Cvig_XP_022287053.1	ko04270
Cvig_XP_022287053.1	ko04510
Cvig_XP_022287053.1	ko04611
Cvig_XP_022287053.1	ko04810
Cvig_XP_022287053.1	ko04921
Cvig_XP_022287053.1	ko05205
Cvig_XP_022287053.1	map04022
Cvig_XP_022287053.1	map04024
Cvig_XP_022287053.1	map04270
Cvig_XP_022287053.1	map04510
Cvig_XP_022287053.1	map04611
Cvig_XP_022287053.1	map04810
Cvig_XP_022287053.1	map04921
Cvig_XP_022287053.1	map05205
Cvig_XP_022287054.1	ko04022
Cvig_XP_022287054.1	ko04024
Cvig_XP_022287054.1	ko04270
Cvig_XP_022287054.1	ko04510
Cvig_XP_022287054.1	ko04611
Cvig_XP_022287054.1	ko04810
Cvig_XP_022287054.1	ko04921
Cvig_XP_022287054.1	ko05205
Cvig_XP_022287054.1	map04022
Cvig_XP_022287054.1	map04024
Cvig_XP_022287054.1	map04270
Cvig_XP_022287054.1	map04510
Cvig_XP_022287054.1	map04611
Cvig_XP_022287054.1	map04810
Cvig_XP_022287054.1	map04921
Cvig_XP_022287054.1	map05205
Cvig_XP_022287055.1	ko04022
Cvig_XP_022287055.1	ko04024
Cvig_XP_022287055.1	ko04270
Cvig_XP_022287055.1	ko04510
Cvig_XP_022287055.1	ko04611
Cvig_XP_022287055.1	ko04810
Cvig_XP_022287055.1	ko04921
Cvig_XP_022287055.1	ko05205
Cvig_XP_022287055.1	map04022
Cvig_XP_022287055.1	map04024
Cvig_XP_022287055.1	map04270
Cvig_XP_022287055.1	map04510
Cvig_XP_022287055.1	map04611
Cvig_XP_022287055.1	map04810
Cvig_XP_022287055.1	map04921
Cvig_XP_022287055.1	map05205
Cvig_XP_022287056.1	ko04022
Cvig_XP_022287056.1	ko04024
Cvig_XP_022287056.1	ko04270
Cvig_XP_022287056.1	ko04510
Cvig_XP_022287056.1	ko04611
Cvig_XP_022287056.1	ko04810
Cvig_XP_022287056.1	ko04921
Cvig_XP_022287056.1	ko05205
Cvig_XP_022287056.1	map04022
Cvig_XP_022287056.1	map04024
Cvig_XP_022287056.1	map04270
Cvig_XP_022287056.1	map04510
Cvig_XP_022287056.1	map04611
Cvig_XP_022287056.1	map04810
Cvig_XP_022287056.1	map04921
Cvig_XP_022287056.1	map05205
Cvig_XP_022287057.1	ko04022
Cvig_XP_022287057.1	ko04024
Cvig_XP_022287057.1	ko04270
Cvig_XP_022287057.1	ko04510
Cvig_XP_022287057.1	ko04611
Cvig_XP_022287057.1	ko04810
Cvig_XP_022287057.1	ko04921
Cvig_XP_022287057.1	ko05205
Cvig_XP_022287057.1	map04022
Cvig_XP_022287057.1	map04024
Cvig_XP_022287057.1	map04270
Cvig_XP_022287057.1	map04510
Cvig_XP_022287057.1	map04611
Cvig_XP_022287057.1	map04810
Cvig_XP_022287057.1	map04921
Cvig_XP_022287057.1	map05205
Cvig_XP_022287058.1	ko04022
Cvig_XP_022287058.1	ko04024
Cvig_XP_022287058.1	ko04270
Cvig_XP_022287058.1	ko04510
Cvig_XP_022287058.1	ko04611
Cvig_XP_022287058.1	ko04810
Cvig_XP_022287058.1	ko04921
Cvig_XP_022287058.1	ko05205
Cvig_XP_022287058.1	map04022
Cvig_XP_022287058.1	map04024
Cvig_XP_022287058.1	map04270
Cvig_XP_022287058.1	map04510
Cvig_XP_022287058.1	map04611
Cvig_XP_022287058.1	map04810
Cvig_XP_022287058.1	map04921
Cvig_XP_022287058.1	map05205
Cvig_XP_022287059.1	ko04022
Cvig_XP_022287059.1	ko04024
Cvig_XP_022287059.1	ko04270
Cvig_XP_022287059.1	ko04510
Cvig_XP_022287059.1	ko04611
Cvig_XP_022287059.1	ko04810
Cvig_XP_022287059.1	ko04921
Cvig_XP_022287059.1	ko05205
Cvig_XP_022287059.1	map04022
Cvig_XP_022287059.1	map04024
Cvig_XP_022287059.1	map04270
Cvig_XP_022287059.1	map04510
Cvig_XP_022287059.1	map04611
Cvig_XP_022287059.1	map04810
Cvig_XP_022287059.1	map04921
Cvig_XP_022287059.1	map05205
Cvig_XP_022287060.1	ko04022
Cvig_XP_022287060.1	ko04024
Cvig_XP_022287060.1	ko04270
Cvig_XP_022287060.1	ko04510
Cvig_XP_022287060.1	ko04611
Cvig_XP_022287060.1	ko04810
Cvig_XP_022287060.1	ko04921
Cvig_XP_022287060.1	ko05205
Cvig_XP_022287060.1	map04022
Cvig_XP_022287060.1	map04024
Cvig_XP_022287060.1	map04270
Cvig_XP_022287060.1	map04510
Cvig_XP_022287060.1	map04611
Cvig_XP_022287060.1	map04810
Cvig_XP_022287060.1	map04921
Cvig_XP_022287060.1	map05205
Cvig_XP_022287061.1	ko04022
Cvig_XP_022287061.1	ko04024
Cvig_XP_022287061.1	ko04270
Cvig_XP_022287061.1	ko04510
Cvig_XP_022287061.1	ko04611
Cvig_XP_022287061.1	ko04810
Cvig_XP_022287061.1	ko04921
Cvig_XP_022287061.1	ko05205
Cvig_XP_022287061.1	map04022
Cvig_XP_022287061.1	map04024
Cvig_XP_022287061.1	map04270
Cvig_XP_022287061.1	map04510
Cvig_XP_022287061.1	map04611
Cvig_XP_022287061.1	map04810
Cvig_XP_022287061.1	map04921
Cvig_XP_022287061.1	map05205
Cvig_XP_022287062.1	ko04022
Cvig_XP_022287062.1	ko04024
Cvig_XP_022287062.1	ko04270
Cvig_XP_022287062.1	ko04510
Cvig_XP_022287062.1	ko04611
Cvig_XP_022287062.1	ko04810
Cvig_XP_022287062.1	ko04921
Cvig_XP_022287062.1	ko05205
Cvig_XP_022287062.1	map04022
Cvig_XP_022287062.1	map04024
Cvig_XP_022287062.1	map04270
Cvig_XP_022287062.1	map04510
Cvig_XP_022287062.1	map04611
Cvig_XP_022287062.1	map04810
Cvig_XP_022287062.1	map04921
Cvig_XP_022287062.1	map05205
Cvig_XP_022287063.1	ko04022
Cvig_XP_022287063.1	ko04024
Cvig_XP_022287063.1	ko04270
Cvig_XP_022287063.1	ko04510
Cvig_XP_022287063.1	ko04611
Cvig_XP_022287063.1	ko04810
Cvig_XP_022287063.1	ko04921
Cvig_XP_022287063.1	ko05205
Cvig_XP_022287063.1	map04022
Cvig_XP_022287063.1	map04024
Cvig_XP_022287063.1	map04270
Cvig_XP_022287063.1	map04510
Cvig_XP_022287063.1	map04611
Cvig_XP_022287063.1	map04810
Cvig_XP_022287063.1	map04921
Cvig_XP_022287063.1	map05205
Cvig_XP_022287064.1	ko04022
Cvig_XP_022287064.1	ko04024
Cvig_XP_022287064.1	ko04270
Cvig_XP_022287064.1	ko04510
Cvig_XP_022287064.1	ko04611
Cvig_XP_022287064.1	ko04810
Cvig_XP_022287064.1	ko04921
Cvig_XP_022287064.1	ko05205
Cvig_XP_022287064.1	map04022
Cvig_XP_022287064.1	map04024
Cvig_XP_022287064.1	map04270
Cvig_XP_022287064.1	map04510
Cvig_XP_022287064.1	map04611
Cvig_XP_022287064.1	map04810
Cvig_XP_022287064.1	map04921
Cvig_XP_022287064.1	map05205
Cvig_XP_022287076.1	ko00010
Cvig_XP_022287076.1	ko00051
Cvig_XP_022287076.1	ko00052
Cvig_XP_022287076.1	ko00500
Cvig_XP_022287076.1	ko00520
Cvig_XP_022287076.1	ko00521
Cvig_XP_022287076.1	ko00524
Cvig_XP_022287076.1	ko01100
Cvig_XP_022287076.1	ko01110
Cvig_XP_022287076.1	ko01120
Cvig_XP_022287076.1	ko01130
Cvig_XP_022287076.1	ko01200
Cvig_XP_022287076.1	ko04066
Cvig_XP_022287076.1	ko04910
Cvig_XP_022287076.1	ko04911
Cvig_XP_022287076.1	ko04917
Cvig_XP_022287076.1	ko04922
Cvig_XP_022287076.1	ko04930
Cvig_XP_022287076.1	ko04950
Cvig_XP_022287076.1	ko04973
Cvig_XP_022287076.1	ko05230
Cvig_XP_022287076.1	map00010
Cvig_XP_022287076.1	map00051
Cvig_XP_022287076.1	map00052
Cvig_XP_022287076.1	map00500
Cvig_XP_022287076.1	map00520
Cvig_XP_022287076.1	map00521
Cvig_XP_022287076.1	map00524
Cvig_XP_022287076.1	map01100
Cvig_XP_022287076.1	map01110
Cvig_XP_022287076.1	map01120
Cvig_XP_022287076.1	map01130
Cvig_XP_022287076.1	map01200
Cvig_XP_022287076.1	map04066
Cvig_XP_022287076.1	map04910
Cvig_XP_022287076.1	map04911
Cvig_XP_022287076.1	map04917
Cvig_XP_022287076.1	map04922
Cvig_XP_022287076.1	map04930
Cvig_XP_022287076.1	map04950
Cvig_XP_022287076.1	map04973
Cvig_XP_022287076.1	map05230
Cvig_XP_022287115.1	ko04144
Cvig_XP_022287115.1	ko04217
Cvig_XP_022287115.1	map04144
Cvig_XP_022287115.1	map04217
Cvig_XP_022287171.1	ko00534
Cvig_XP_022287171.1	ko01100
Cvig_XP_022287171.1	map00534
Cvig_XP_022287171.1	map01100
Cvig_XP_022287178.1	ko04142
Cvig_XP_022287178.1	map04142
Cvig_XP_022287225.1	ko00240
Cvig_XP_022287225.1	ko00983
Cvig_XP_022287225.1	ko01100
Cvig_XP_022287225.1	map00240
Cvig_XP_022287225.1	map00983
Cvig_XP_022287225.1	map01100
Cvig_XP_022287227.1	ko04022
Cvig_XP_022287227.1	ko04024
Cvig_XP_022287227.1	ko04270
Cvig_XP_022287227.1	ko04510
Cvig_XP_022287227.1	ko04611
Cvig_XP_022287227.1	ko04810
Cvig_XP_022287227.1	ko04921
Cvig_XP_022287227.1	ko05205
Cvig_XP_022287227.1	map04022
Cvig_XP_022287227.1	map04024
Cvig_XP_022287227.1	map04270
Cvig_XP_022287227.1	map04510
Cvig_XP_022287227.1	map04611
Cvig_XP_022287227.1	map04810
Cvig_XP_022287227.1	map04921
Cvig_XP_022287227.1	map05205
Cvig_XP_022287228.1	ko04022
Cvig_XP_022287228.1	ko04024
Cvig_XP_022287228.1	ko04270
Cvig_XP_022287228.1	ko04510
Cvig_XP_022287228.1	ko04611
Cvig_XP_022287228.1	ko04810
Cvig_XP_022287228.1	ko04921
